,sizer,sizec,goea_nsig,goea_bestp
616,652,3,34,1.3491215214451537e-30
617,649,3,40,1.059264223201321e-30
618,650,3,43,2.024251939716706e-30
619,649,3,47,3.6662100933599926e-31
620,638,3,40,1.3550760364661507e-30
621,639,3,34,6.009225987137017e-29
622,632,3,37,3.5141363319627207e-28
623,632,3,22,8.164469952563033e-30
624,636,3,22,5.466036046875728e-31
625,643,3,27,2.210555554260519e-30
626,651,3,34,5.517142617571592e-32
627,649,3,32,1.2584162194382654e-31
628,650,3,28,7.048132773781393e-31
629,656,3,41,6.035168008986938e-32
630,651,3,39,3.6496316932677613e-32
631,655,3,48,6.035168008986938e-32
632,654,3,48,1.0525040292196305e-32
633,643,3,46,3.892722163923077e-32
634,644,3,40,1.875597536004548e-30
635,637,3,39,1.1209210914163652e-29
636,632,3,20,8.164469952563033e-30
637,634,3,20,4.249298032229221e-31
638,643,3,25,1.1512831547878419e-30
639,651,3,35,2.830757048876016e-32
640,649,3,32,6.478109121525621e-32
641,649,3,25,5.51906495922111e-31
642,656,3,33,3.108467361957061e-32
643,652,3,38,1.2338675117383508e-32
644,658,3,45,8.974993902800732e-33
645,658,3,50,1.5309751301019182e-33
646,648,3,45,3.72277278479129e-33
647,650,3,40,1.2584162194382654e-31
648,645,3,40,9.77850355265481e-31
649,638,3,34,1.6793173809978553e-29
650,638,3,28,2.039620511249291e-30
651,638,3,25,2.9670565499351624e-28
652,645,3,25,4.225919120196849e-30
653,643,3,21,9.496704804130747e-30
654,643,3,22,7.576735473187969e-29
655,650,3,27,4.548322011840213e-30
656,647,3,29,1.24832475934506e-30
657,653,3,38,8.985840272475988e-31
658,655,3,39,7.093577387131683e-32
659,645,3,39,1.1496800530761196e-31
660,648,3,35,2.3879622815308024e-30
661,643,3,35,6.337073658928036e-30
662,635,3,32,1.5825096278790573e-28
663,635,3,24,1.9823355201930746e-29
664,635,3,28,9.758681948969003e-28
665,642,3,26,1.422239630092162e-29
666,639,3,23,1.6793173809978553e-29
667,640,3,24,2.5045637630046093e-28
668,648,3,29,1.0193214421234695e-29
669,645,3,32,2.8162497450995375e-30
670,651,3,41,2.024251939716706e-30
671,655,3,45,7.093577387131683e-32
672,646,3,39,7.604007278288429e-32
673,650,3,35,1.059264223201321e-30
674,645,3,37,2.8162497450995375e-30
675,637,3,29,7.107377317052429e-29
676,639,3,26,3.9137719861798754e-30
677,632,3,31,6.646643213081123e-29
678,632,3,26,2.3652089861597557e-26
679,639,3,26,3.725925070682832e-28
680,637,3,22,2.9670565499351624e-28
681,638,3,24,4.1760252954814326e-27
682,646,3,26,1.783389794237937e-28
683,643,3,34,5.079497834552679e-29
684,649,3,43,3.626680016116891e-29
685,654,3,42,8.985840272475988e-31
686,645,3,41,3.36701825294396e-31
687,648,3,38,3.581941887361556e-30
688,644,3,37,6.337073658928036e-30
689,636,3,36,1.5825096278790573e-28
690,637,3,26,1.3226957137351133e-29
691,632,3,32,9.93494180880498e-29
692,635,3,28,4.4437473378178435e-29
693,635,3,24,4.4437473378178435e-29
694,636,3,26,6.566439821755215e-28
695,645,3,38,1.801596502339336e-29
696,645,3,42,4.225919120196849e-30
697,651,3,45,3.0352764466431354e-30
698,656,3,44,7.093577387131683e-32
699,646,3,47,1.9838866436025523e-32
700,649,3,42,2.232082339352432e-31
701,646,3,43,7.64684647962078e-31
702,636,3,41,1.5603652513728177e-29
703,637,3,30,1.2443131466432822e-30
704,633,3,36,6.398127775986131e-30
705,631,3,16,1.4840114162211988e-28
706,633,3,17,1.4492959944534857e-27
707,642,3,22,4.0245611363135467e-29
708,647,3,31,1.0193214421234695e-29
709,653,3,39,7.297977322028753e-30
710,659,3,42,1.1666634009218365e-31
711,650,3,39,2.1917680120201578e-32
712,653,3,36,2.4338417673639263e-31
713,648,3,34,1.875597536004548e-30
714,638,3,34,3.761739477374385e-29
715,640,3,24,2.039620511249291e-30
716,636,3,22,1.040066221085363e-29
